dep,arr,arr_ko,month,flights,pax,dlat,dlon,alat,alon,air_km,air_min
ICN,OIT,오이다,4,26,4025,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,4,42,6496,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,ISG,이시가키,4,38,4800,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,4,60,9312,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,4,68,9352,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,FUK,후쿠오카,4,1460,300158,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,4,94,12219,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,5,2062,377467,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,5,26,3380,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,5,124,19241,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,5,112,15271,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,5,28,3639,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,5,518,99148,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,5,28,3602,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,5,124,20838,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,TOY,도야마,5,12,2073,37.469101,126.450996,36.648416,137.187359,956.53066095418,96.7397995715635
ICN,NRT,도쿄 나리타,5,2035,388906,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,5,188,36613,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,5,28,3562,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,5,124,20240,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,5,24,2904,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,5,34,5010,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),5,400,76900,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,5,42,5643,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,5,44,7195,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,5,62,9847,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AKJ,아사이까와,5,26,2938,37.469101,126.450996,43.670799,142.447006,1513.3696125599424,138.50272094199568
ICN,AOJ,아오모리,5,28,3402,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,5,34,4758,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,5,374,76088,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OIT,오이다,5,30,4275,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,5,44,7023,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,ISG,이시가키,5,44,6766,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,5,64,9579,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,5,70,9756,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,FUK,후쿠오카,5,1518,313782,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,5,110,15845,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,6,1972,346187,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,6,26,3677,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,6,120,18246,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,6,112,13475,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,6,24,2808,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,6,502,95666,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,6,24,3265,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,6,112,17687,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,NRT,도쿄 나리타,6,1965,358263,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,6,180,35023,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,6,24,3488,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,6,120,19504,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,6,26,2835,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,6,36,5564,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),6,562,117621,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,6,44,6215,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,6,44,7557,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,6,120,14362,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AKJ,아사이까와,6,34,4388,37.469101,126.450996,43.670799,142.447006,1513.3696125599424,138.50272094199568
ICN,AOJ,아오모리,6,26,3111,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,6,34,4650,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,6,360,69574,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OIT,오이다,6,24,3218,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,6,44,6836,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,ISG,이시가키,6,44,6598,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,6,58,7060,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,6,68,8607,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,6,16,2608,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,6,1434,277586,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,6,112,15024,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,7,2105,308131,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,7,26,3384,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,7,124,16054,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,7,116,10600,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,7,4,384,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,7,520,81294,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,7,28,3548,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,7,124,15613,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,NRT,도쿄 나리타,7,2075,355382,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,7,186,33485,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,7,28,3440,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,7,124,16029,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,7,26,2150,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,7,34,3825,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),7,651,146469,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,7,42,5823,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,7,44,7205,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,7,124,13217,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AKJ,아사이까와,7,36,4292,37.469101,126.450996,43.670799,142.447006,1513.3696125599424,138.50272094199568
ICN,AOJ,아오모리,7,26,3392,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,7,36,3768,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,7,369,67045,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OIT,오이다,7,28,2397,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,7,44,5837,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,UBJ,우베,7,2,185,37.469101,126.450996,33.93,131.279007,587.1483293018845,69.03612469764133
ICN,ISG,이시가키,7,44,5147,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,7,54,4637,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,7,88,9995,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,7,36,4893,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,7,1521,256438,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,7,96,12562,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,8,2140,354482,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,8,28,3725,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,8,123,17978,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,8,114,13860,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,8,26,2790,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,8,518,88814,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,8,26,3263,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,8,108,16298,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,NRT,도쿄 나리타,8,2107,382174,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,8,186,37966,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,8,26,3768,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,8,124,16729,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,8,28,3545,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,8,36,4402,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),8,663,148202,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,8,44,6888,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,8,44,7769,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,8,124,17378,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AKJ,아사이까와,8,36,4765,37.469101,126.450996,43.670799,142.447006,1513.3696125599424,138.50272094199568
ICN,AOJ,아오모리,8,26,3495,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,8,36,4210,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,8,372,67356,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OIT,오이다,8,26,2714,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,8,44,6824,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,UBJ,우베,8,6,924,37.469101,126.450996,33.93,131.279007,587.1483293018845,69.03612469764133
ICN,ISG,이시가키,8,44,5548,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,8,56,6313,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,8,90,13449,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,8,36,5453,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,8,1410,265268,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,8,98,14154,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,9,1951,342268,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,9,24,3306,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,9,120,17553,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,9,112,15355,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,9,26,3102,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,9,501,86542,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,9,26,3414,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,9,100,15171,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,NRT,도쿄 나리타,9,2025,360248,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,9,180,38868,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,9,26,3800,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,9,120,18103,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,9,24,3272,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,9,34,5068,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),9,542,101529,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,9,44,6911,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,9,42,7221,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,9,114,17116,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AOJ,아오모리,9,26,3473,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,9,34,3848,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,9,362,65166,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OIT,오이다,9,26,3626,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,9,42,6797,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,ISG,이시가키,9,44,5241,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,9,60,8157,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,9,46,5979,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,9,34,5012,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,9,1350,270808,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,9,110,16302,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,10,2193,388722,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,10,26,3618,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,10,124,19656,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,10,130,20177,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,10,28,3757,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,10,519,95013,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,10,26,3579,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,10,110,18377,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,TOY,도야마,10,14,2311,37.469101,126.450996,36.648416,137.187359,956.53066095418,96.7397995715635
ICN,NRT,도쿄 나리타,10,2121,378063,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,10,186,38983,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,10,26,4000,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,10,124,20345,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,10,28,3996,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,10,46,7068,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),10,565,99206,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,10,44,6995,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,10,44,6559,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,10,124,19687,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AKJ,아사이까와,10,12,1457,37.469101,126.450996,43.670799,142.447006,1513.3696125599424,138.50272094199568
ICN,AOJ,아오모리,10,28,3736,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,10,34,4415,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,10,377,66020,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OIT,오이다,10,34,5450,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,10,44,7520,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,UBJ,우베,10,4,735,37.469101,126.450996,33.93,131.279007,587.1483293018845,69.03612469764133
ICN,ISG,이시가키,10,44,5254,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,10,76,11099,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,10,64,8650,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,10,34,5469,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,10,1474,286168,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,10,108,16673,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,11,2135,404459,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,11,26,4175,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,11,120,19975,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,11,120,18231,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,11,34,4675,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,11,503,81874,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,11,26,3787,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,11,94,17423,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,TOY,도야마,11,2,187,37.469101,126.450996,36.648416,137.187359,956.53066095418,96.7397995715635
ICN,NRT,도쿄 나리타,11,1979,378175,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,11,180,34280,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,11,26,4355,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,11,120,20494,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,11,26,4293,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,11,34,6164,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),11,450,84592,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,11,40,6535,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,11,44,5864,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,11,120,20377,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AOJ,아오모리,11,26,3590,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,11,26,3397,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,11,394,72745,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
ICN,OBO,오비히로,11,12,1279,37.469101,126.450996,42.7332992554,143.216995239,1538.0606521696477,140.35454891272357
ICN,OIT,오이다,11,60,9975,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,11,34,6252,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,IBR,이바라키,11,16,1900,37.469101,126.450996,36.181456,140.414434,1249.9046094836297,118.74284571127222
ICN,ISG,이시가키,11,42,5015,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,11,136,20688,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,11,36,4645,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,11,36,5846,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,11,1320,283504,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,11,120,19992,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
ICN,KIX,간사이,12,2327,425299,37.469101,126.450996,34.427299,135.244003,860.2968950956142,89.52226713217107
ICN,KMQ,고마스,12,26,4113,37.469101,126.450996,36.393407,136.406895,892.5379302689108,91.94034477016831
ICN,UKB,고베,12,124,19266,37.469101,126.450996,34.632801,135.223999,848.9746460739115,88.67309845554337
ICN,KMJ,구마모도,12,124,17891,37.469101,126.450996,32.837299,130.854996,652.1703839340878,73.9127787950566
ICN,NGS,나가사키,12,36,4917,37.469101,126.450996,32.916901,129.914001,595.9075919757765,69.69306939818324
ICN,NGO,나고야,12,519,83311,37.469101,126.450996,34.858398,136.804993,973.1496911703706,97.98622683777779
ICN,KIJ,니이가타,12,26,3701,37.469101,126.450996,37.954166,139.112189,1114.204128884813,108.56530966636096
ICN,TAK,다가마스,12,60,10563,37.469101,126.450996,34.214963,134.015454,771.5540526882328,82.86655395161746
ICN,NRT,도쿄 나리타,12,2236,419864,37.469101,126.450996,35.76858,140.388714,1256.992573105629,119.27444298292217
ICN,HND,도쿄 하네다,12,186,36518,37.469101,126.450996,35.549678,139.786958,1209.760643174231,115.73204823806732
ICN,TKS,도쿠시마,12,26,4167,37.469101,126.450996,34.132559,134.607816,823.4590653275138,86.75942989956354
ICN,MYJ,마즈야마,12,124,21663,37.469101,126.450996,33.826893,132.700114,694.6091324143493,77.09568493107619
ICN,KMI,미와사키,12,26,4130,37.469101,126.450996,31.877199,131.449005,771.413451733765,82.85600888003236
ICN,HSG,사가,12,36,6232,37.469101,126.450996,33.1497,130.302002,593.8278202810596,69.53708652107947
ICN,CTS,삿보로(치토세),12,626,126326,37.469101,126.450996,42.774753,141.690414,1420.989007249495,131.57417554371213
ICN,SDJ,센다이,12,46,6906,37.469101,126.450996,38.139702,140.917007,1271.8202001313798,120.3865150098535
ICN,SHI,시모지시마,12,44,5645,37.469101,126.450996,24.8267,125.144997,1411.2074715075646,130.84056036306737
ICN,FSZ,시즈오카,12,124,20360,37.469101,126.450996,34.795022,138.190976,1094.6084224518313,107.09563168388735
ICN,AOJ,아오모리,12,26,3251,37.469101,126.450996,40.733777,140.689477,1279.4680593450846,120.96010445088135
ICN,OKJ,오까야마,12,26,3419,37.469101,126.450996,34.756901,133.854996,729.9853220727526,79.74889915545646
ICN,OKA,오끼나와,12,406,77042,37.469101,126.450996,26.192437,127.639804,1258.8924280374433,119.41693210280825
