pref_code,month,min_minutes,best_dep,best_arr,n_reachable,gravity,foreign_total,korea,korea_uncertain,pref_ja,pref_en,capital,lat,lon,korea_share,log_foreign,korea_share_pred,korea_share_resid,korea_share_ratio,korea_pred,korea_resid,korea_ratio
2,6,296.93827903247995,ICN,AOJ,1,0.3250112749088235,26820.0,3210.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.1196868008948545,10.196903156835669,0.10001958690390444,0.17951230242322813,1.1966336254702357,2827.8409099330725,0.12675744601775563,1.135141651259289
2,7,296.93827903247995,ICN,AOJ,1,0.3671597170315925,41490.0,4790.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.1154495059050373,10.633207713326913,0.08037716069767696,0.36210319115546685,1.436347152635537,3405.3655883645642,0.3411781094895705,1.4066037480282445
2,8,296.93827903247995,ICN,AOJ,1,0.3694015411877521,39270.0,5260.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.1339444868856633,10.578216147572055,0.0793790479653665,0.5231909832404651,1.6874035443723638,3184.656629045094,0.5017865523143268,1.6516694302384467
2,9,296.93827903247995,ICN,AOJ,1,0.3442984660548813,34250.0,4030.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.1176642335766423,10.441441843690372,0.09254714808544931,0.24011686653975417,1.271397725492332,3273.8548287819253,0.20779823862133462,1.230964783340563
2,10,296.93827903247995,ICN,AOJ,1,0.3667438214323572,72580.0,4490.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.0618627721135299,11.19244468076706,0.09527151889005943,-0.43181232964494143,0.6493312254727223,6981.0401509221865,-0.4413452226746859,0.6431706311568598
2,11,296.93827903247995,ICN,AOJ,1,0.3437352409032974,54210.0,5530.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.1020106991330012,10.900620672254384,0.08630704365634527,0.16716648821946212,1.181951029850869,4796.647771799878,0.1422705224769487,1.1528884886048125
2,12,296.93827903247995,ICN,AOJ,1,0.3823650187805738,40780.0,2500.0,False,青森県,Aomori Ken,青森市,40.8246,140.7406,0.0613045610593428,10.615947044128447,0.09790340595590089,-0.46812709337352354,0.6261739360421897,4154.977497947653,-0.5080162807621909,0.6016879757435201
3,1,407.0740337657722,ICN,AOJ,0,0.0930953975854401,54410.0,2750.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0505421797463701,10.90430323947997,0.028927859384040393,0.5580031068594513,1.7471800825419663,1548.0852123841132,0.5745820912661985,1.7763880037100084
3,2,407.0740337657722,ICN,AOJ,0,0.0822644927894983,47710.0,2480.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.051980716830853,10.772896298510153,0.02769448166238492,0.6296396442486958,1.8769340933885041,1303.029249985623,0.6435668141007032,1.9032573520719984
3,3,407.0740337657722,ICN,AOJ,0,0.0883652956252622,29840.0,1150.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.038538873994638,10.303605054317698,0.022701291705846952,0.529245619812035,1.6976511510449386,694.1752699285709,0.5047927424066048,1.6566421332156256
3,4,407.0740337657722,ICN,AOJ,0,0.0784452123684526,39550.0,630.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.015929203539823,10.5853209731958,0.02000915022823895,-0.2280355551675881,0.7960959540071866,806.4753416845687,-0.24695350323561005,0.7811770148905652
3,5,407.0740337657722,ICN,AOJ,0,0.084484568078884,21780.0,470.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0215794306703397,9.988747396486952,0.024741050475141458,-0.13672324945948455,0.872211577759061,564.4008688283427,-0.18303206465739308,0.8327414537395869
3,6,407.0740337657722,ICN,AOJ,0,0.0893359311009718,26350.0,680.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0258064516129032,10.179223553969509,0.02608811563107215,-0.010855347641553603,0.9892033590255376,701.9581196932925,-0.03178094551945332,0.9687187610239668
3,7,407.0740337657722,ICN,AOJ,0,0.095771606321123,27030.0,1580.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0584535701072881,10.204702639270494,0.020964780272416907,1.0253888658509038,2.788179477568611,576.7901469223295,1.0077016225083666,2.739297833762689
3,8,407.0740337657722,ICN,AOJ,0,0.0970227378766874,29550.0,1020.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0345177664974619,10.293839022834245,0.02070444246080029,0.5111258735478033,1.6671671581021499,616.8143166466283,0.5029898731334805,1.6536581147229692
3,9,407.0740337657722,ICN,AOJ,0,0.0926370454649942,24300.0,1070.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0440329218106995,10.09823162932864,0.02413907890760254,0.6011055184396739,1.8241343002044481,600.314148110158,0.5779608290764875,1.7824001039596589
3,10,407.0740337657722,ICN,AOJ,0,0.0970072347615131,46940.0,1060.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0225820195994887,10.756625469405014,0.024849676729215932,-0.09569074689011581,0.9087450048369791,1174.407467577175,-0.10249482936571308,0.9025828166665187
3,11,407.0740337657722,ICN,AOJ,0,0.0907375034050899,40370.0,480.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0118900173396086,10.605842213846987,0.022511472046430062,-0.6383258789646189,0.5281759147107465,920.082554766617,-0.6506772955573199,0.5216923171875094
3,12,407.0740337657722,ICN,AOJ,0,0.1011683451777379,42130.0,680.0,False,岩手県,Iwate Ken,盛岡市,39.7036,141.1527,0.0161405174460004,10.648515354973062,0.025536152010978117,-0.4587624518813178,0.6320653730077073,1080.758266878544,-0.4633253745535564,0.6291878774741941
4,1,300.26818710372424,ICN,SDJ,1,0.5827796971442788,90870.0,2350.0,False,宮城県,Miyagi Ken,仙台市,38.2688,140.8721,0.0258611202817211,11.417185192689393,0.10649089166245652,-1.4153187637649385,0.2428481899061651,9483.19407530538,-1.3951058591382752,0.24780680236414176
4,2,300.26818710372424,ICN,SDJ,1,0.5320788565392963,92780.0,2880.0,False,宮城県,Miyagi Ken,仙台市,38.2688,140.8721,0.0310411726665229,11.437986378305734,0.10195051100061733,-1.1891730354684782,0.30447294831445165,9196.374285685655,-1.161019012847575,0.31316689714149415
